date,time,open,high,low,close,vix,ce_vol,pe_vol,total_vol,ce_oi,pe_oi,ce_oi_chg,pe_oi_chg,tot_oi_chg,pcr_vol,pcr_oi,SMA_5,SMA_10,SMA_20,EMA_12,EMA_20,RSI,EMA_26,MACD,Signal_Line,MACD_Histogram,Middle_Band,Upper_Band,Lower_Band,%K,%D,ATR,OBV,VWAP,ROC_10,ROC_20,CCI,plus_DM,minus_DM,TR,plus_DI,minus_DI,DX,ADX,exp_day,pivot,s1,s2,s3,r1,r2,r3,nxt_opn,nxt_high,nxt_low,nxt_close
2024-06-24,10:17:29,51382.4,51393.75,51334.4,51341.4,,216007980,229680660,445688640,60037515,60013650,11722935,9296790,21019725,1.0632971059680296,0.9996024985377892,51348.97,51302.21,,51301.574590158256,51274.35636119808,,51261.73153193319,39.84305822506576,25.33790279662649,14.50515542843927,,,,,,,2274578730.0,51298.544913089725,0.2724508270200987,,,0.0,6.150000000001455,,,,,,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51350.0,51382.3,51350.0,51350.05
2024-06-24,10:19:09,51350.0,51382.3,51350.0,51350.05,,216007980,229680660,445688640,60037515,60013650,11722935,9296790,21019725,1.0632971059680296,0.9996024985377892,51351.67,51316.505,,51309.03234551852,51281.565279179216,,51268.27364067888,40.75870483964536,28.422063205230263,12.336641634415097,,,,,,,2720267370.0,51303.35447678204,0.2791605070390668,,,0.0,0.0,,,,,,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51350.05,51350.05,51299.0,51299.0
2024-06-24,10:20:49,51350.05,51350.05,51299.0,51299.0,,225063780,236592750,461656530,59775870,60205125,11461290,9488265,20949555,1.0512253459885903,1.0071810749053087,51344.18000000001,51325.025,,51307.48890774644,51283.2257287812,,51270.54966729526,36.93924045118183,30.125498654420586,6.813741796761249,,,,,,,2258610840.0,51302.97043291276,0.1663614104010946,,,0.0,51.0,,,,,,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51300.95,51340.45,51281.8,51331.0
2024-06-24,10:22:29,51300.95,51340.45,51281.8,51331.0,,238552725,246527400,485080125,59928885,60550695,11614305,9833835,21448140,1.0334294022422088,1.010375797914478,51340.380000000005,51333.025,,51311.10599886237,51287.77565937346,70.85621970920768,51275.02746971783,36.07852914453542,31.31610475244355,4.762424392091873,,,,65.07569386038608,,51.19642857142805,2743690965.0,51305.34763832171,0.1560945152289772,,,0.0,17.19999999999709,716.7499999999927,30.959190791768915,13.965817928147828,37.82608695652264,,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51330.45,51377.3,51329.25,51372.0
2024-06-24,10:24:10,51330.45,51377.3,51329.25,51372.0,,238552725,246527400,485080125,59928885,60550695,11614305,9833835,21448140,1.0334294022422088,1.010375797914478,51338.69,51340.705,,51320.474306729695,51295.79702514742,74.26533523537732,51282.21062010911,38.26368662058667,32.705621126072174,5.558065494514494,,,,82.3170731707307,,51.75714285714275,3228771090.0,51310.55852858376,0.1497216113788502,,,36.85000000000582,0.0,724.5999999999985,35.70935688655918,13.814518354954282,44.21067298314232,,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51382.0,51399.0,51372.05,51392.0
2024-06-24,10:25:50,51382.0,51399.0,51372.05,51392.0,,238552725,246527400,485080125,59928885,60550695,11614305,9833835,21448140,1.0334294022422088,1.010375797914478,51348.81,51348.89,,51331.47825954051,51304.95921322862,75.3079660552965,51290.34316676769,41.13509277281992,34.391515455421725,6.743577317398191,,,,90.18691588784937,79.19322763965538,50.8999999999999,3713851215.0,51316.46394698427,0.1595200949519704,,,21.69999999999709,0.0,712.5999999999985,39.355879876509256,10.714285714285532,57.20291479820745,,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51387.7,51387.7,51364.45,51370.0
2024-06-24,10:27:33,51387.7,51387.7,51364.45,51370.0,,238552725,246527400,485080125,59928885,60550695,11614305,9833835,21448140,1.0334294022422088,1.010375797914478,51352.8,51352.235,,51337.40468114966,51311.15357387352,70.52023121387214,51296.24367293304,41.1610082166153,35.74541400766044,5.415594208954857,,,,77.32887287699317,83.27762064519108,50.01428571428551,3228771090.0,51320.08345528312,0.0651582546937756,,,0.0,7.600000000005821,700.1999999999971,38.04627249357363,11.98943159097468,52.07649493363608,,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51371.6,51372.3,51344.55,51355.3
2024-06-24,10:29:13,51371.6,51372.3,51344.55,51355.3,,244991460,251297415,496288875,60371745,60638865,12057165,9922005,21979170,1.0257394890417812,1.0044245863690042,51364.060000000005,51354.12,,51340.15780712664,51315.35799540937,64.56297123708478,51300.61821567874,39.53959144789405,36.50424949570717,3.03534195218689,,,,64.61909063535141,77.37829313339799,48.69642857142857,2732482215.0,51322.36182313363,0.0367185498802546,,,0.0,19.89999999999418,681.75,34.57279061239522,15.23285661899502,38.8308054778397,,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51355.35,51387.45,51355.35,51387.45
2024-06-24,10:30:52,51355.35,51387.45,51355.35,51387.45,,244991460,251297415,496288875,60371745,60638865,12057165,9922005,21979170,1.0257394890417812,1.0044245863690042,51375.35,51357.865,,51347.43352910715,51322.22390060848,63.32899869960978,51307.050199702535,40.3833294046126,37.28006547748825,3.1032639271243454,,,,82.1536397182118,74.70053441018547,46.85357142857122,3228771090.0,51326.31688795352,0.0729308666017392,,,15.14999999999418,0.0,655.9499999999971,31.23713697690409,15.831999390197272,32.7287449392722,,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51389.8,51493.0,51389.8,51493.0
2024-06-24,10:32:31,51389.8,51493.0,51389.8,51493.0,,267927435,263446530,531373965,60614580,60911985,12300000,10195125,22495125,0.9832756768637748,1.004906492794308,51399.55,51369.12,51328.69,51369.82837078297,51338.48829102672,70.93782205427665,51320.82425898384,49.00411179913499,39.6248747418176,9.37923705731739,51328.69,51470.16304969313,51187.21695030687,100.0,82.25757678452108,50.535714285714285,3760145055.0,51336.498922420455,0.2190521881377138,,166.2899678494391,105.55000000000292,0.0,707.5,42.03533568904614,14.678445229681772,48.23676012461132,,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51495.0,51507.0,51462.55,51499.25
2024-06-24,10:34:11,51495.0,51507.0,51462.55,51499.25,,267927435,263446530,531373965,60614580,60911985,12300000,10195125,22495125,0.9832756768637748,1.004906492794308,51421.0,51384.905,51343.5575,51389.73939066252,51353.79892997656,69.53181272508968,51334.04098054058,55.69841012193501,42.83958181784108,12.858828304093931,51343.5575,51491.28671271528,51195.82828728473,96.55861456483122,92.90408476101436,48.93571428571418,4291519020.0,51345.86841728201,0.3074516861635956,0.5807401678453283,192.1570267968453,14.0,0.0,685.0999999999985,36.98730112392381,15.1583710407238,41.86144156753056,,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51497.6,51538.15,51488.25,51504.75
2024-06-24,10:35:51,51497.6,51538.15,51488.25,51504.75,,281332590,271519155,552851745,58010295,60975135,9695715,10258275,19953990,0.9651180298734676,1.0511088592119726,51447.95,51400.375,51358.44,51407.43333056059,51368.175222359736,69.94548471201769,51346.68609309313,60.74723746746167,46.4211129477652,14.326124519696478,51358.44,51508.24423576332,51208.635764236686,86.97093817046942,94.50985091176688,49.86428571428561,4844370765.0,51354.84706346488,0.3012655294395872,0.5812670508581919,207.0209753984441,31.15000000000145,0.0,698.0999999999985,40.76063601203316,14.58960034379011,47.28260869565312,,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51505.55,51505.55,51451.65,51481.75
2024-06-24,10:37:31,51505.55,51505.55,51451.65,51481.75,,293066265,280996455,574062720,58090500,61863465,9775920,11146605,20922525,0.9588154235356976,1.0649497766416196,51473.240000000005,51418.65,51371.8375,51418.8666643205,51378.99186784928,65.27182102700854,51356.69082693808,62.17583738241956,49.57205783469607,12.60377954772349,51371.8375,51514.95392987443,51228.721070125575,77.99882972498467,87.17612748676176,49.98214285714285,4270308045.0,51361.88094487785,0.3562447611064501,0.5231988253166175,146.9357229723197,0.0,36.59999999999855,699.75,35.712754555198494,19.785637727759497,28.698339127077325,,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51481.75,51500.0,51464.8,51491.6
2024-06-24,10:39:10,51481.75,51500.0,51464.8,51491.6,,293066265,280996455,574062720,58090500,61863465,9775920,11146605,20922525,0.9588154235356976,1.0649497766416196,51494.06999999999,51434.71000000001,51383.8675,51430.05640827119,51389.71645186364,63.53012781497302,51366.68409901674,63.372309254453285,52.33210811864752,11.040201135805766,51383.8675,51524.64572900989,51243.08927099012,81.84123268968084,82.27033352837832,47.24642857142836,4844370765.0,51368.69332451109,0.3128713642827962,0.4694542545511382,132.65586844136726,0.0,0.0,661.4499999999971,33.925466777534574,20.931287323304517,23.68747416287852,,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51498.25,51530.0,51477.0,51530.0
2024-06-24,10:40:50,51498.25,51530.0,51477.0,51530.0,,293066265,280996455,574062720,58090500,61863465,9775920,11146605,20922525,0.9588154235356976,1.0649497766416196,51501.47,51450.51,51395.6075,51445.43234546024,51403.076789781386,72.9943916118019,51378.78157316365,66.65077229659073,55.19584095423616,11.45493134235457,51395.6075,51544.19676176048,51247.01823823952,96.8207528769255,85.553605097197,46.79285714285704,5418433485.0,51376.741890856094,0.3075605388149105,0.4577426347884383,137.5920338423491,30.0,0.0,655.0999999999985,38.83376583727706,20.195390016790707,31.574864235843485,,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51528.85,51532.0,51505.0,51519.7
2024-06-24,10:42:30,51528.85,51532.0,51505.0,51519.7,,298798800,285044775,583843575,58090215,61804365,9775635,11087505,20863140,0.953968941642336,1.063937618409572,51505.56,51463.28,51406.085,51456.85813846636,51414.18376218316,70.60109289617415,51389.21997515153,67.63816331482667,57.68430542635427,9.9538578884724,51406.085,51558.79701345222,51253.37298654778,92.80280866003336,90.48826474221325,45.79999999999979,4834589910.0,51383.64610613392,0.2484822540473219,0.4083987281268797,122.15174943494245,2.0,0.0,641.1999999999971,39.98752339363734,20.633187772925176,31.926935940315605,,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51519.7,51519.7,51477.0,51501.35
2024-06-24,10:44:11,51519.7,51519.7,51477.0,51501.35,,303774690,288976230,592750920,58362690,62038215,10048110,11321355,21369465,0.951284749891441,1.0629773062208066,51504.87999999999,51476.415,51414.325,51463.70304024076,51422.48530864191,76.69172932330838,51397.52590291808,66.17713732268021,59.382871805619466,6.794265517060744,51414.325,51569.01103686176,51259.63896313823,85.64462648722328,91.75606267472736,45.2035714285708,4241838990.0,51389.14763349882,0.2556939848160411,0.321018845247667,88.44115437175954,0.0,28.0,632.8499999999913,40.51512996760765,17.271075294303095,40.22422750888898,39.74059796081566,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51494.65,51519.85,51490.0,51491.05
2024-06-24,10:45:51,51494.65,51519.85,51490.0,51491.05,,308977830,292251405,601229235,58476645,62001210,10162065,11284350,21446415,0.9458652907232858,1.0602730372099836,51506.74,51489.99,51422.055,51467.910264819104,51429.01527924745,72.39401147334641,51404.45361381304,63.45665100606857,60.19762764570929,3.2590233603592798,51422.055,51575.80398168255,51268.30601831745,77.45332695069497,85.30025403265053,43.14642857142826,3640609755.0,51393.76004760306,0.2643349371924675,0.3011505470284836,79.34941700791991,0.1500000000014552,0.0,604.0499999999956,42.47164969787348,15.247082195182388,47.1676466370296,40.40785222370902,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51486.15,51568.25,51480.0,51547.95
2024-06-24,10:47:29,51486.15,51568.25,51480.0,51547.95,,316674645,296667225,613341870,58478955,61995450,10164375,11278590,21442965,0.9368202654809956,1.060132657979268,51518.01,51506.04,51431.9525,51480.22407023155,51440.3423955096,73.56999330207688,51415.08297575281,65.14109447873489,61.18632101231441,3.954773466420477,51431.9525,51591.54571801643,51272.35928198357,90.9253464461318,84.67443329468335,46.01785714285662,4253951625.0,51400.565520316566,0.3123330696502835,0.3854917234664023,98.435797141088,48.400000000001455,0.0,644.2499999999927,41.61428017074142,14.295692665890506,48.86174347584715,40.740071544616505,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51550.0,51566.55,51525.0,51529.95
2024-06-24,10:49:08,51550.0,51566.55,51525.0,51529.95,,323698500,301094865,624793365,57448125,62012415,9133545,11295555,20429100,0.9301707144148028,1.0794506348118411,51518.0,51509.735,51439.427500000005,51487.87421327285,51448.87645308011,68.57912457912491,51423.591644215565,64.28256905727903,61.80557062130733,2.476998435971701,51439.427500000005,51602.82302746246,51276.03197253755,82.8788556101907,83.75250966900582,47.057142857142544,3629158260.0,51406.1324805344,0.0717573262385196,0.2909667003694993,95.64212048769684,0.0,0.0,658.7999999999956,37.401335761991966,13.979963570127376,45.58345642540706,39.91011023227362,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51525.0,51527.1,51453.4,51478.55
2024-06-24,10:50:48,51525.0,51527.1,51453.4,51478.55,,332123580,308808555,640932135,57328380,62145150,9013800,11428290,20442090,0.929800151497825,1.0840206892293136,51509.77,51507.665,51446.285,51486.439718923175,51451.70250516772,63.54673655310226,51427.66263353293,58.77708539024752,61.199873575095374,-2.422788184847853,51446.285,51603.76291190144,51288.80708809856,59.90165400089484,77.90195201907244,50.557142857142026,2988226125.0,51409.19372040228,-0.040194760117862,0.267133346578019,41.39186062859873,0.0,71.59999999999854,707.7999999999884,34.81209381181202,22.054252613731823,22.43478260869858,37.79284506620666,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51478.55,51510.0,51477.25,51509.65
2024-06-24,10:52:29,51478.55,51510.0,51477.25,51509.65,,332123580,308808555,640932135,57328380,62145150,9013800,11428290,20442090,0.929800151497825,1.0840206892293136,51511.43000000001,51508.155,51454.265,51490.01053139653,51457.22131419936,68.50497542261186,51433.73577178975,56.27475960678567,60.21485078143344,-3.940091174647769,51454.265,51607.32293914998,51301.20706085002,72.47534053546353,71.75195004884968,50.91428571428488,3629158260.0,51413.26798938602,0.0095136856309352,0.3108078765259314,49.27392710166721,0.0,0.0,712.7999999999884,34.56790123456867,19.10774410774401,28.802927339258964,37.076568056308034,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51505.7,51509.65,51476.35,51500.95
2024-06-24,10:54:07,51505.7,51509.65,51476.35,51500.95,,335008515,311455170,646463685,57325110,62142795,9010530,11425935,20436465,0.9296932945122304,1.0840414436186865,51513.41,51510.075,51464.3625,51491.69352656629,51461.38595094229,64.4181910569109,51438.71460350903,52.97892305726418,58.76766523659958,-5.788742179335401,51464.3625,51599.93928684633,51328.78571315367,62.28635472120818,64.88778308585552,50.99642857142836,2982694575.0,51416.71389190637,0.0372947695056913,0.3936723912746798,41.931394107831935,0.0,0.9000000000014552,713.9499999999971,32.3902234050015,19.20302542194819,25.559929414960564,36.56450980457149,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51497.35,51502.6,51479.4,51488.75
2024-06-24,10:55:47,51497.35,51502.6,51479.4,51488.75,,338216190,314378700,652594890,57503880,62175840,9189300,11458980,20648280,0.9295199617735628,1.081245995922362,51501.56999999999,51509.78999999999,51472.25,51491.24067632533,51463.99205085254,49.29225645295584,51442.42092917502,48.81974715030083,56.77808161933984,-7.958334469039009,51472.25,51592.66594578791,51351.83405421209,31.818181818180967,55.52662569161756,45.11428571428509,2330099685.0,51419.46270755022,-0.0055348833596147,0.3073191638580885,30.563692703658287,0.0,0.0,631.5999999999913,19.90183660544745,21.706776440785376,4.337899543376735,33.42887690591188,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51489.4,51500.0,51472.0,51479.45
2024-06-24,10:57:25,51489.4,51500.0,51472.0,51479.45,,338216190,314378700,652594890,57503880,62175840,9189300,11458980,20648280,0.9295199617735628,1.081245995922362,51491.47,51504.735,51477.6225,51489.42672612143,51465.464236485626,46.735905044509785,51445.16382331021,44.26290281121328,54.27504585771453,-10.01214304650125,51477.6225,51588.408687981006,51366.83631201899,23.8421955403053,39.31557735989815,43.9392857142853,1677504795.0,51421.66761730579,-0.0980981952260928,0.2091606322510264,15.924613412846806,0.0,7.400000000001455,615.1499999999942,18.15817280338217,23.49020564090081,12.80249804839777,31.353238083116675,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51479.45,51490.0,51470.0,51475.75
2024-06-24,10:59:05,51479.45,51490.0,51470.0,51475.75,,342702735,317527920,660230655,57615315,62162685,9300735,11445825,20746560,0.9265403732479696,1.0789264104518044,51490.91,51500.34,51481.81,51487.32261441044,51466.4438330108,45.19071310116063,51447.42946602798,39.89314838246355,51.398666362664336,-11.505517980200786,51481.81,51585.043096488094,51378.5769035119,20.668953687820625,25.443110348768965,41.80357142857091,1017274140.0,51423.60663868942,-0.0853071737607069,0.1629631070983794,0.2609620052275591,0.0,2.0,585.2499999999927,13.763348996156155,25.032037590773488,29.04646553622385,30.05065642887173,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51471.85,51508.55,51465.0,51494.55
2024-06-24,11:00:42,51471.85,51508.55,51465.0,51494.55,,342702735,317527920,660230655,57615315,62162685,9300735,11445825,20746560,0.9265403732479696,1.0789264104518044,51487.89,51499.66,51488.0375,51488.43451988576,51469.1206108193,52.15270770265782,51450.91987595183,37.51464393392962,48.62186187691739,-11.107217942987774,51488.0375,51576.89728235989,51399.17771764011,35.829342620811474,26.7801639496458,41.0642857142853,1677504795.0,51426.06214113304,-0.0132035373829886,0.2424566867821775,12.700916421239857,18.55000000000291,0.0,574.8999999999942,17.237780483563544,19.11636806401158,5.167464114830279,28.36987964228265,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51494.05,51541.7,51494.05,51536.55
2024-06-24,11:02:22,51494.05,51541.7,51494.05,51536.55,,345923130,320028615,665951745,57756900,62354370,9442320,11637510,21079830,0.9251437306317156,1.0796003594375736,51495.01,51504.21,51497.1,51495.8369014418,51475.54245740794,56.82197602064133,51457.26284810355,38.57405333824863,46.61230016918365,-8.038246830935016,51497.1,51562.9513957011,51431.2486042989,72.39878101872226,42.96569244245145,41.9535714285708,2343456540.0,51429.78937623736,0.0883648711766493,0.3529333875958329,101.5843629680094,33.14999999999418,0.0,587.3499999999913,22.516387162680168,18.711160296246376,9.229816229609089,27.337189789906265,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51536.65,51600.0,51530.45,51600.0
2024-06-24,11:04:00,51536.65,51600.0,51530.45,51600.0,,359108745,328496715,687605460,57016665,62583330,8702085,11866470,20568555,0.9147555429205712,1.0976322448884024,51517.26,51509.41499999999,51507.72749999999,51511.86199352767,51487.39555670242,59.87306064880153,51467.83597046624,44.02602306142944,46.09504474763281,-2.069021686203371,51507.72749999999,51567.38325346137,51448.07174653862,100.0,69.40937454651124,43.13571428571387,3031062000.0,51435.518469907605,0.1009739475575699,0.413622392237789,251.02072145534808,58.30000000000291,0.0,603.8999999999942,26.58552740520028,18.198377214771075,18.72804584951032,26.41955990516818,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51600.0,51600.4,51556.05,51566.15
2024-06-24,11:05:40,51600.0,51600.4,51556.05,51566.15,,366255315,333300570,699555885,57015030,62657280,8700450,11940420,20640870,0.9100224798102928,1.0989607477186278,51534.6,51513.035,51511.385,51520.213994523416,51494.89597987362,56.14336727946127,51475.11849117244,45.09550335097447,45.895136468301146,-0.7996331173266782,51511.385,51576.00223006322,51446.76776993677,76.70068027210884,83.03315376361037,44.37499999999948,2331506115.0,51439.84368223225,0.0702504077725763,0.1420581438253743,197.23170439573096,0.4000000000014552,0.0,621.2499999999927,25.585513078471827,17.690140845070864,18.24437418634995,25.442234065599205,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51675.5,51700.0,51675.5,51695.55
2024-06-24,12:09:20,51675.5,51700.0,51675.5,51695.55,,548329875,458925000,1007254875,56877360,68599995,8562780,17883135,26445915,0.8369505673933961,1.2061037115646718,51578.56,51534.735,51521.2,51547.188764596736,51514.00588655232,69.85279084032005,51491.4467510856,55.74201351113879,47.86451187686868,7.877501634270118,51521.2,51625.5030907348,51416.8969092652,98.19545823195575,91.63204616802152,50.88571428571387,3338760990.0,51451.47936603388,0.4215347945891956,0.3811705995718339,349.1873343959169,99.59999999999854,0.0,712.3999999999942,36.29281302639038,11.4963503649638,51.88720810691708,26.275304108315503,6,51606.91666666666,51279.48177083333,50897.51432291666,50570.07942708333,51988.88411458333,52316.31901041666,52698.28645833333,51691.45,51691.45,51666.65,51669.25
